Formula,Band Gap,Is Gap Direct,B1_radius,B2_radius,A_electroneg,B1_row,B2_row,B2_ionic_radius,B1_electrons,B_electroneg_diff,B_radius_diff,tolerance_factor,octahedral_factor,X_is_Cl,X_is_Br,X_is_I,X_is_F,B1_B2_ionic_radius_diff,B2_X_ionic_radius_ratio,B1_X_electroneg_diff,B2_X_electroneg_diff,B1_B2_valence_electrons_diff,A_ionic_radius,lattice_constant,A_radius_ratio_in_cell,A_X_bond_length,B1_X_bond_length,B1_B2_charge_density_ratio,X_electron_affinity,B_electroneg_avg
Rb2NaCeBr6,3.2334,False,1.8,1.85,0.82,3,6.0,1.01,11.0,0.19,0.05,0.874673262,0.517857143,0,1,0,0,0.01,0.515306122,2.03,1.84,47,1.52,5.95,0.51092437,3.48,2.98,0.330065359,3.36359,1.025
Rb2NaBiBr6,3.136,False,1.8,1.6,0.82,3,6.0,1.03,11.0,1.09,0.2,0.871743033,0.522959184,0,1,0,0,0.01,0.525510204,2.03,0.94,72,1.52,5.97,0.50921273,3.48,2.98,0.336601307,3.36359,1.475
Rb2YAgBr6,3.3104,False,1.6,1.8,0.82,5,5.0,0.9,47.0,0.71,0.2,0.871743033,0.522959184,0,1,0,0,0.25,0.459183673,1.03,1.74,8,1.52,5.97,0.50921273,3.48,3.11,0.260869565,3.36359,1.575
Rb2AgSbBr6,1.1538,False,1.6,1.45,0.82,5,5.0,0.76,47.0,0.12,0.15,0.892676828,0.487244898,0,1,0,0,0.39,0.387755102,1.03,0.91,4,1.52,5.83,0.521440823,3.48,3.11,0.220289855,3.36359,1.99
Rb2NdAgBr6,3.3063,False,1.6,1.85,0.82,5,6.0,0.983,47.0,0.79,0.25,0.859789511,0.544132653,0,1,0,0,0.167,0.501530612,1.03,1.82,13,1.52,6.053,0.502230299,3.48,3.11,0.284927536,3.36359,1.535
Rb2AgMoBr6,0.6687,True,1.6,1.45,0.82,5,5.0,0.69,47.0,0.23,0.15,0.903525332,0.469387755,0,1,0,0,0.46,0.352040816,1.03,0.8,5,1.52,5.76,0.527777778,3.48,3.11,0.2,3.36359,2.045
Rb2AgBiBr6,1.582,False,1.6,1.6,0.82,5,6.0,1.03,47.0,0.09,0.0,0.853164903,0.556122449,0,1,0,0,0.12,0.525510204,1.03,0.94,36,1.52,6.1,0.498360656,3.48,3.11,0.298550725,3.36359,1.975
Rb2PrAgBr6,3.2758,False,1.6,1.85,0.82,5,6.0,0.99,47.0,0.8,0.25,0.858796355,0.545918367,0,1,0,0,0.16,0.505102041,1.03,1.83,12,1.52,6.06,0.501650165,3.48,3.11,0.286956522,3.36359,1.53
Rb2CeAgBr6,0.2433,False,1.6,1.85,0.82,5,6.0,1.01,47.0,0.81,0.25,0.855971367,0.551020408,0,1,0,0,0.14,0.515306122,1.03,1.84,11,1.52,6.08,0.5,3.48,3.11,0.292753623,3.36359,1.525
Rb2TlCuBr6,0.0,False,1.35,1.9,0.82,6,1.5,81.0,0.77,0.28,0.55,0.840760244,0.579081633,0,1,0,0,0.73,1.34,0.392857143,3.46,52,1.52,6.19,0.491114701,3.48,1.06,0.171111111,3.36359,1.76
Rb2YAuBr6,1.5649,False,1.35,1.8,0.82,6,5.0,0.9,79.0,1.32,0.45,0.917867003,0.446428571,0,1,0,0,0.05,0.459183673,0.42,1.74,40,1.52,5.67,0.536155203,3.48,2.81,0.352941176,3.36359,1.88
Rb2TlAuBr6,0.0,False,1.9,1.35,0.82,6,6.0,0.85,81.0,0.92,0.55,0.83003284,0.599489796,0,1,0,0,0.65,0.433673469,1.34,0.42,2,1.52,6.27,0.484848485,3.48,3.46,0.188888889,3.36359,2.08
Rb2ScAuBr6,1.7436,False,1.35,1.6,0.82,6,4.0,0.745,79.0,1.18,0.25,0.94366381,0.406887755,0,1,0,0,0.105,0.380102041,0.42,1.6,58,1.52,5.515,0.551223935,3.48,2.81,0.292156863,3.36359,1.95
Rb2SbAuBr6,0.0,False,1.35,1.45,0.82,6,5.0,0.76,79.0,0.49,0.1,0.941104143,0.410714286,0,1,0,0,0.09,0.387755102,0.42,0.91,28,1.52,5.53,0.549728752,3.48,2.81,0.298039216,3.36359,2.295
Rb2InAuBr6,0.0,False,1.55,1.35,0.82,6,0.85,79.0,0.8,0.76,0.2,0.934345765,0.420918367,0,1,0,0,0.05,0.42,0.408163265,2.81,30,1.52,5.57,0.545780969,3.48,1.18,0.31372549,3.36359,2.16
Rb2GaAuBr6,0.0,False,1.35,1.3,0.82,6,4.0,0.62,79.0,0.73,0.05,0.965548406,0.375,0,1,0,0,0.23,0.316326531,0.42,1.15,48,1.52,5.39,0.564007421,3.48,2.81,0.243137255,3.36359,2.175
Rb2BiAuBr6,0.4108,False,1.6,1.35,0.82,6,0.85,79.0,1.03,0.52,0.25,0.897294122,0.479591837,0,1,0,0,0.18,0.42,0.525510204,2.81,4,1.52,5.8,0.524137931,3.48,0.94,0.403921569,3.36359,2.28
Rb2AsAuBr6,0.0,False,1.35,1.15,0.82,6,4.0,0.58,79.0,0.36,0.2,0.97276746,0.364795918,0,1,0,0,0.27,0.295918367,0.42,0.78,46,1.52,5.35,0.568224299,3.48,2.81,0.22745098,3.36359,2.36
Rb2AlAuBr6,0.0,False,1.35,1.25,0.82,6,3.0,0.535,79.0,0.93,0.1,0.981019022,0.353316327,0,1,0,0,0.315,0.272959184,0.42,1.35,66,1.52,5.305,0.573044298,3.48,2.81,0.209803922,3.36359,2.075
Rb2TlAgBr6,0.0,False,1.6,1.9,0.82,6,1.5,81.0,1.15,0.31,0.3,0.792131797,0.676020408,0,1,0,0,0.35,1.34,0.586734694,3.46,34,1.52,6.57,0.462709285,3.48,1.03,0.255555556,3.36359,1.775
Rb2ScAgBr6,2.8738,False,1.6,1.6,0.82,5,4.0,0.745,47.0,0.57,0.0,0.89497952,0.483418367,0,1,0,0,0.405,0.380102041,1.03,1.6,26,1.52,5.815,0.522785899,3.48,3.11,0.215942029,3.36359,1.645
Rb2InAgBr6,0.2143,True,1.6,1.55,0.82,5,5.0,0.8,47.0,0.15,0.05,0.886593852,0.49744898,0,1,0,0,0.35,0.408163265,1.03,1.18,2,1.52,5.87,0.517887564,3.48,3.11,0.231884058,3.36359,1.855
Rb2GaAgBr6,0.3661,False,1.6,1.3,0.82,5,4.0,0.62,47.0,0.12,0.3,0.914640757,0.451530612,0,1,0,0,0.53,0.316326531,1.03,1.15,16,1.52,5.69,0.53427065,3.48,3.11,0.179710145,3.36359,1.87
Rb2AgAuBr6,0.0,False,1.6,1.35,0.82,5,6.0,0.85,47.0,0.61,0.25,0.879105728,0.510204082,0,1,0,0,0.3,0.433673469,1.03,0.42,32,1.52,5.92,0.513513514,3.48,3.11,0.246376812,3.36359,2.235
Rb2AgAsBr6,1.0799,False,1.6,1.15,0.82,5,4.0,0.58,47.0,0.25,0.45,0.92111609,0.441326531,0,1,0,0,0.57,0.295918367,1.03,0.78,14,1.52,5.65,0.538053097,3.48,3.11,0.168115942,3.36359,2.055
Rb2AlAgBr6,1.4709,True,1.6,1.25,0.82,5,3.0,0.535,47.0,0.32,0.35,0.928511313,0.429846939,0,1,0,0,0.615,0.272959184,1.03,1.35,34,1.52,5.605,0.542372881,3.48,3.11,0.155072464,3.36359,1.77
Rb2YCuBr6,2.3405,False,1.35,1.8,0.82,4,5.0,0.9,29.0,0.68,0.45,0.931002846,0.426020408,0,1,0,0,0.13,0.459183673,1.06,1.74,10,1.52,5.59,0.543828265,3.48,2.73,0.38961039,3.36359,1.56
Rb2GaHgBr6,0.0,False,1.5,1.3,0.82,6,4.0,0.62,80.0,0.19,0.2,0.922749275,0.43877551,0,1,0,0,0.48,0.316326531,0.96,1.15,49,1.52,5.64,0.539007092,3.48,3.06,0.187878788,3.36359,1.905
Rb2ScHgBr6,0.0,False,1.5,1.6,0.82,6,4.0,0.745,80.0,0.64,0.1,0.902741702,0.470663265,0,1,0,0,0.355,0.380102041,0.96,1.6,59,1.52,5.765,0.527320035,3.48,3.06,0.225757576,3.36359,1.68
Rb2InCuBr6,0.0,False,1.35,1.55,0.82,4,5.0,0.8,29.0,0.12,0.2,0.947961004,0.400510204,0,1,0,0,0.03,0.408163265,1.06,1.18,20,1.52,5.49,0.553734062,3.48,2.73,0.346320346,3.36359,1.84
Rb2HgAuBr6,0.0,False,1.5,1.35,0.82,6,6.0,0.85,80.0,0.54,0.15,0.886593852,0.49744898,0,1,0,0,0.25,0.433673469,0.96,0.42,1,1.52,5.87,0.517887564,3.48,3.06,0.257575758,3.36359,2.27
Rb2HgBiBr6,0.0,False,1.5,1.6,0.82,6,6.0,1.03,80.0,0.02,0.1,0.860215853,0.543367347,0,1,0,0,0.07,0.525510204,0.96,0.94,3,1.52,6.05,0.502479339,3.48,3.06,0.312121212,3.36359,2.01
Rb2InHgBr6,0.0,False,1.5,1.55,0.82,6,5.0,0.8,80.0,0.22,0.05,0.894210637,0.484693878,0,1,0,0,0.3,0.408163265,0.96,1.18,31,1.52,5.82,0.52233677,3.48,3.06,0.242424242,3.36359,1.89
Rb2HgSbBr6,0.0,False,1.5,1.45,0.82,6,5.0,0.76,80.0,0.05,0.05,0.900398946,0.474489796,0,1,0,0,0.34,0.387755102,0.96,0.91,29,1.52,5.78,0.525951557,3.48,3.06,0.23030303,3.36359,2.025
Rb2AlHgBr6,0.0,False,1.5,1.25,0.82,6,3.0,0.535,80.0,0.39,0.25,0.936868751,0.417091837,0,1,0,0,0.565,0.272959184,0.96,1.35,67,1.52,5.555,0.547254725,3.48,3.06,0.162121212,3.36359,1.805
Rb2HgAsBr6,0.0,False,1.5,1.15,0.82,6,4.0,0.58,80.0,0.18,0.35,0.929340341,0.428571429,0,1,0,0,0.52,0.295918367,0.96,0.78,47,1.52,5.6,0.542857143,3.48,3.06,0.175757576,3.36359,2.09
Rb2CeCuBr6,1.5744,False,1.35,1.85,0.82,4,6.0,1.01,29.0,0.78,0.5,0.913036124,0.454081633,0,1,0,0,0.24,0.515306122,1.06,1.84,29,1.52,5.7,0.533333333,3.48,2.73,0.437229437,3.36359,1.51
Rb2TlGaBr6,1.6518,False,1.9,1.3,0.82,6,4.0,0.62,81.0,0.19,0.6,0.861640051,0.540816327,0,1,0,0,0.88,0.316326531,1.34,1.15,50,1.52,6.04,0.503311258,3.48,3.46,0.137777778,3.36359,1.715
Rb2AlTlBr6,2.8889,False,1.9,1.25,0.82,6,3.0,0.535,81.0,0.01,0.65,0.87393886,0.519132653,0,1,0,0,0.965,0.272959184,1.34,1.35,68,1.52,5.955,0.510495382,3.48,3.46,0.118888889,3.36359,1.615
Rb2NaTlBr6,1.0102,True,1.8,1.9,0.82,3,6.0,1.5,11.0,0.69,0.1,0.808122036,0.642857143,0,1,0,0,0.48,0.765306122,2.03,1.34,70,1.52,6.44,0.472049689,3.48,2.98,0.490196078,3.36359,1.275
Rb2NaScBr6,3.1115,False,1.8,1.6,0.82,3,4.0,0.745,11.0,0.43,0.2,0.915445191,0.450255102,0,1,0,0,0.275,0.380102041,2.03,1.6,10,1.52,5.685,0.534740545,3.48,2.98,0.243464052,3.36359,1.145
Rb2NaInBr6,2.0049,True,1.8,1.55,0.82,3,5.0,0.8,11.0,0.85,0.25,0.906673503,0.464285714,0,1,0,0,0.22,0.408163265,2.03,1.18,38,1.52,5.74,0.529616725,3.48,2.98,0.261437908,3.36359,1.355
Rb2NaAuBr6,0.0,False,1.8,1.35,0.82,3,6.0,0.85,11.0,1.61,0.45,0.898843853,0.477040816,0,1,0,0,0.17,0.433673469,2.03,0.42,68,1.52,5.79,0.525043178,3.48,2.98,0.277777778,3.36359,1.735
Rb2LiTlBr6,0.5529,True,1.45,1.9,0.82,2,6.0,1.5,3.0,0.64,0.45,0.842120697,0.576530612,0,1,0,0,0.74,0.765306122,1.98,1.34,78,1.52,6.18,0.491909385,3.48,2.72,0.657894737,3.36359,1.3
Rb2InGaBr6,1.1462,False,1.3,1.55,0.82,4,5.0,0.8,31.0,0.03,0.25,0.974589122,0.362244898,0,1,0,0,0.18,0.408163265,1.15,1.18,18,1.52,5.34,0.56928839,3.48,2.58,0.430107527,3.36359,1.795
Rb2AlInBr6,2.1004,False,1.55,1.25,0.82,5,3.0,0.535,49.0,0.17,0.3,0.99035317,0.340561224,0,1,0,0,0.265,0.272959184,1.18,1.35,36,1.52,5.255,0.57849667,3.48,2.76,0.222916667,3.36359,1.695
Rb2TlHgBr6,0.0,False,1.5,1.9,0.82,6,1.5,81.0,1.1,0.38,0.4,0.798206428,0.663265306,0,1,0,0,0.4,1.34,0.56122449,3.46,1,1.52,6.52,0.466257669,3.48,0.96,0.244444444,3.36359,1.81
Rb2ScTlBr6,3.0758,True,1.9,1.6,0.82,6,4.0,0.745,81.0,0.26,0.3,0.844169653,0.572704082,0,1,0,0,0.755,0.380102041,1.34,1.6,60,1.52,6.165,0.493106245,3.48,3.46,0.165555556,3.36359,1.49
Rb2YTlBr6,3.5841,True,1.9,1.8,0.82,6,5.0,0.9,81.0,0.4,0.1,0.823466125,0.612244898,0,1,0,0,0.6,0.459183673,1.34,1.74,42,1.52,6.32,0.481012658,3.48,3.46,0.2,3.36359,1.42
Rb2TlSbBr6,1.1629,True,1.9,1.45,0.82,6,5.0,0.76,81.0,0.43,0.45,0.842120697,0.576530612,0,1,0,0,0.74,0.387755102,1.34,0.91,30,1.52,6.18,0.491909385,3.48,3.46,0.168888889,3.36359,1.835
Rb2TlBiBr6,1.6711,True,1.9,1.6,0.82,6,6.0,1.03,81.0,0.4,0.3,0.806869133,0.645408163,0,1,0,0,0.47,0.525510204,1.34,0.94,2,1.52,6.45,0.471317829,3.48,3.46,0.228888889,3.36359,1.82
Rb2TlInBr6,1.8455,False,1.9,1.55,0.82,6,5.0,0.8,81.0,0.16,0.35,0.83670513,0.586734694,0,1,0,0,0.7,0.408163265,1.34,1.18,32,1.52,6.22,0.488745981,3.48,3.46,0.177777778,3.36359,1.7
Rb2TlAsBr6,1.1412,True,1.9,1.15,0.82,6,4.0,0.58,81.0,0.56,0.75,0.867384318,0.530612245,0,1,0,0,0.92,0.295918367,1.34,0.78,48,1.52,6.0,0.506666667,3.48,3.46,0.128888889,3.36359,1.9
Rb2YInBr6,2.8332,True,1.55,1.8,0.82,5,5.0,0.9,49.0,0.56,0.25,0.92603308,0.433673469,0,1,0,0,0.1,0.459183673,1.18,1.74,10,1.52,5.62,0.540925267,3.48,2.76,0.375,3.36359,1.5
Rb2InSbBr6,0.6829,True,1.55,1.45,0.82,5,0.76,51.0,0.8,0.27,0.1,0.949690859,0.397959184,0,1,0,0,0.04,0.91,0.408163265,2.72,2,1.52,5.48,0.554744526,3.48,1.18,0.350877193,3.36359,1.915
Rb2ScInBr6,2.4052,True,1.55,1.6,0.82,5,4.0,0.745,49.0,0.42,0.05,0.952297513,0.394132653,0,1,0,0,0.055,0.380102041,1.18,1.6,28,1.52,5.465,0.556267155,3.48,2.76,0.310416667,3.36359,1.57
Rb2YHgBr6,0.0,False,1.5,1.8,0.82,6,5.0,0.9,80.0,0.78,0.3,0.879105728,0.510204082,0,1,0,0,0.2,0.459183673,0.96,1.74,41,1.52,5.92,0.513513514,3.48,3.06,0.272727273,3.36359,1.61
Rb2LiDyBr6,4.1439,True,1.45,1.75,0.82,2,6.0,0.912,3.0,0.24,0.3,0.930669869,0.426530612,0,1,0,0,0.152,0.465306122,1.98,1.74,63,1.52,5.592,0.543633763,3.48,2.72,0.4,3.36359,1.1
K2InAsBr6,0.5636,True,1.55,1.15,0.82,4,0.58,33.0,0.8,0.4,0.4,0.960597891,0.352040816,0,1,0,0,0.22,0.78,0.408163265,2.54,16,1.38,5.3,0.520754717,3.34,1.18,0.459770115,3.36359,1.98
K2RbYBr6,3.71,True,2.35,1.8,0.82,5,5.0,0.9,37.0,0.4,0.55,0.803023474,0.617346939,0,1,0,0,0.62,0.459183673,2.14,1.74,2,1.38,6.34,0.43533123,3.34,3.48,0.197368421,3.36359,1.02
K2RbSbBr6,2.8383,True,2.35,1.45,0.82,5,5.0,0.76,37.0,1.23,0.9,0.821156262,0.581632653,0,1,0,0,0.76,0.387755102,2.14,0.91,14,1.38,6.2,0.44516129,3.34,3.48,0.166666667,3.36359,1.435
K2RbMoBr6,1.6014,True,2.35,1.45,0.82,5,5.0,0.69,37.0,1.34,0.9,0.83053325,0.56377551,0,1,0,0,0.83,0.352040816,2.14,0.8,5,1.38,6.13,0.450244698,3.34,3.48,0.151315789,3.36359,1.49
K2RbBiBr6,3.4181,True,2.35,1.6,0.82,5,6.0,1.03,37.0,1.2,0.75,0.786888535,0.650510204,0,1,0,0,0.49,0.525510204,2.14,0.94,46,1.38,6.47,0.426584235,3.34,3.48,0.225877193,3.36359,1.42
K2RbPrBr6,3.6885,True,2.35,1.85,0.82,5,6.0,0.99,37.0,0.31,0.5,0.791783643,0.640306122,0,1,0,0,0.53,0.505102041,2.14,1.83,22,1.38,6.43,0.429237947,3.34,3.48,0.217105263,3.36359,0.975
K2RbNdBr6,3.6907,True,2.35,1.85,0.82,5,6.0,0.983,37.0,0.32,0.5,0.792646555,0.638520408,0,1,0,0,0.537,0.501530612,2.14,1.82,23,1.38,6.423,0.429705745,3.34,3.48,0.215570175,3.36359,0.98
K2RbCeBr6,0.3159,False,2.35,1.85,0.82,5,6.0,1.01,37.0,0.3,0.5,0.7893285,0.645408163,0,1,0,0,0.51,0.515306122,2.14,1.84,21,1.38,6.45,0.427906977,3.34,3.48,0.221491228,3.36359,0.97
K2LiMoBr6,1.2722,True,1.45,1.45,0.82,2,5.0,0.69,3.0,1.18,0.0,0.948076131,0.369897959,0,1,0,0,0.07,0.352040816,1.98,0.8,39,1.38,5.37,0.51396648,3.34,2.72,0.302631579,3.36359,1.57
K2CuMoBr6,0.3972,True,1.35,1.45,0.82,4,5.0,0.69,29.0,0.26,0.1,0.946313908,0.37244898,0,1,0,0,0.08,0.352040816,1.06,0.8,13,1.38,5.38,0.513011152,3.34,2.73,0.298701299,3.36359,2.03
K2NaYBr6,4.0741,True,1.8,1.8,0.82,3,5.0,0.9,11.0,0.29,0.0,0.871775484,0.489795918,0,1,0,0,0.12,0.459183673,2.03,1.74,28,1.38,5.84,0.47260274,3.34,2.98,0.294117647,3.36359,1.075
K2NaSbBr6,2.5456,False,1.8,1.45,0.82,3,5.0,0.76,11.0,1.12,0.35,0.893187513,0.454081633,0,1,0,0,0.26,0.387755102,2.03,0.91,40,1.38,5.7,0.484210526,3.34,2.98,0.248366013,3.36359,1.49
K2NaMoBr6,1.4723,True,1.8,1.45,0.82,3,5.0,0.69,11.0,1.23,0.35,0.904292864,0.43622449,0,1,0,0,0.33,0.352040816,2.03,0.8,31,1.38,5.63,0.490230906,3.34,2.98,0.225490196,3.36359,1.545
K2NaBiBr6,3.1276,False,1.8,1.6,0.82,3,6.0,1.03,11.0,1.09,0.2,0.852792098,0.522959184,0,1,0,0,0.01,0.525510204,2.03,0.94,72,1.38,5.97,0.462311558,3.34,2.98,0.336601307,3.36359,1.475
K2LiYBr6,4.036,True,1.45,1.8,0.82,2,5.0,0.9,3.0,0.24,0.35,0.912395847,0.423469388,0,1,0,0,0.14,0.459183673,1.98,1.74,36,1.38,5.58,0.494623656,3.34,2.72,0.394736842,3.36359,1.1
K2LiSbBr6,2.3188,False,1.45,1.45,0.82,2,5.0,0.76,3.0,1.07,0.0,0.935876622,0.387755102,0,1,0,0,0.0,0.387755102,1.98,0.91,48,1.38,5.44,0.507352941,3.34,2.72,0.333333333,3.36359,1.515
K2LiPrBr6,3.9531,True,1.45,1.85,0.82,2,6.0,0.99,3.0,0.15,0.4,0.897913373,0.446428571,0,1,0,0,0.23,0.505102041,1.98,1.83,56,1.38,5.67,0.486772487,3.34,2.72,0.434210526,3.36359,1.055
K2LiNdBr6,3.973,True,1.45,1.85,0.82,2,6.0,0.983,3.0,0.16,0.4,0.899023278,0.444642857,0,1,0,0,0.223,0.501530612,1.98,1.82,57,1.38,5.663,0.487374183,3.34,2.72,0.431140351,3.36359,1.06
K2LiBiBr6,2.9174,False,1.45,1.6,0.82,2,6.0,1.03,3.0,1.04,0.15,0.891623262,0.456632653,0,1,0,0,0.27,0.525510204,1.98,0.94,80,1.38,5.71,0.483362522,3.34,2.72,0.451754386,3.36359,1.5
K2CuSbBr6,0.4007,False,1.35,1.45,0.82,4,5.0,0.76,29.0,0.15,0.1,0.934159417,0.390306122,0,1,0,0,0.01,0.387755102,1.06,0.91,22,1.38,5.45,0.506422018,3.34,2.73,0.329004329,3.36359,1.975
K2PrCuBr6,2.2293,False,1.35,1.85,0.82,4,6.0,0.99,29.0,0.77,0.5,0.89633254,0.448979592,0,1,0,0,0.22,0.505102041,1.06,1.83,30,1.38,5.68,0.485915493,3.34,2.73,0.428571429,3.36359,1.515
K2NdCuBr6,2.2312,False,1.35,1.85,0.82,4,6.0,0.983,29.0,0.76,0.5,0.897438538,0.447193878,0,1,0,0,0.213,0.501530612,1.06,1.82,31,1.38,5.673,0.486515071,3.34,2.73,0.425541126,3.36359,1.52
K2CuBiBr6,0.8862,False,1.35,1.6,0.82,4,6.0,1.03,29.0,0.12,0.25,0.89006448,0.459183673,0,1,0,0,0.26,0.525510204,1.06,0.94,54,1.38,5.72,0.482517483,3.34,2.73,0.445887446,3.36359,1.96
K2YAgBr6,3.2941,False,1.6,1.8,0.82,5,5.0,0.9,47.0,0.71,0.2,0.852792098,0.522959184,0,1,0,0,0.25,0.459183673,1.03,1.74,8,1.38,5.97,0.462311558,3.34,3.11,0.260869565,3.36359,1.575
K2AgSbBr6,1.1248,False,1.6,1.45,0.82,5,5.0,0.76,47.0,0.12,0.15,0.87327081,0.487244898,0,1,0,0,0.39,0.387755102,1.03,0.91,4,1.38,5.83,0.473413379,3.34,3.11,0.220289855,3.36359,1.99
K2PrAgBr6,3.1831,False,1.6,1.85,0.82,5,6.0,0.99,47.0,0.8,0.25,0.840126869,0.545918367,0,1,0,0,0.16,0.505102041,1.03,1.83,12,1.38,6.06,0.455445545,3.34,3.11,0.286956522,3.36359,1.53
K2NdAgBr6,3.2105,False,1.6,1.85,0.82,5,6.0,0.983,47.0,0.79,0.25,0.841098435,0.544132653,0,1,0,0,0.167,0.501530612,1.03,1.82,13,1.38,6.053,0.455972245,3.34,3.11,0.284927536,3.36359,1.535
K2AgMoBr6,0.6656,True,1.6,1.45,0.82,5,5.0,0.69,47.0,0.23,0.15,0.883883476,0.469387755,0,1,0,0,0.46,0.352040816,1.03,0.8,5,1.38,5.76,0.479166667,3.34,3.11,0.2,3.36359,2.045
K2CeAgBr6,2.5986,False,1.6,1.85,0.82,5,6.0,1.01,47.0,0.81,0.25,0.837363294,0.551020408,0,1,0,0,0.14,0.515306122,1.03,1.84,11,1.38,6.08,0.453947368,3.34,3.11,0.292753623,3.36359,1.525
K2AgBiBr6,1.5765,False,1.6,1.6,0.82,5,6.0,1.03,47.0,0.09,0.0,0.83461784,0.556122449,0,1,0,0,0.12,0.525510204,1.03,0.94,36,1.38,6.1,0.452459016,3.34,3.11,0.298550725,3.36359,1.975
K2NaPrBr6,3.9823,True,1.8,1.85,0.82,3,6.0,0.99,11.0,0.2,0.05,0.85854449,0.512755102,0,1,0,0,0.03,0.505102041,2.03,1.83,48,1.38,5.93,0.465430017,3.34,2.98,0.323529412,3.36359,1.03
K2NaNdBr6,4.0009,True,1.8,1.85,0.82,3,6.0,0.983,11.0,0.21,0.05,0.859559146,0.510969388,0,1,0,0,0.037,0.501530612,2.03,1.82,49,1.38,5.923,0.465980078,3.34,2.98,0.32124183,3.36359,1.035
K2NaCeBr6,0.3152,False,1.8,1.85,0.82,3,6.0,1.01,11.0,0.19,0.05,0.855658626,0.517857143,0,1,0,0,0.01,0.515306122,2.03,1.84,47,1.38,5.95,0.463865546,3.34,2.98,0.330065359,3.36359,1.025
K2TlGaBr6,1.6,False,1.9,1.3,0.82,6,4.0,0.62,81.0,0.19,0.6,0.842908746,0.540816327,0,1,0,0,0.88,0.316326531,1.34,1.15,50,1.38,6.04,0.456953642,3.34,3.46,0.137777778,3.36359,1.715
K2LiCeBr6,0.2916,False,1.45,1.85,0.82,2,6.0,1.01,3.0,0.14,0.4,0.894757263,0.451530612,0,1,0,0,0.25,0.515306122,1.98,1.84,55,1.38,5.69,0.485061511,3.34,2.72,0.442982456,3.36359,1.05
K2ScTlBr6,3.0604,True,1.9,1.6,0.82,6,4.0,0.745,81.0,0.26,0.3,0.825818139,0.572704082,0,1,0,0,0.755,0.380102041,1.34,1.6,60,1.38,6.165,0.447688564,3.34,3.46,0.165555556,3.36359,1.49
K2YTlBr6,3.4148,False,1.9,1.8,0.82,6,5.0,0.9,81.0,0.4,0.1,0.805564687,0.612244898,0,1,0,0,0.6,0.459183673,1.34,1.74,42,1.38,6.32,0.436708861,3.34,3.46,0.2,3.36359,1.42
K2RbTlBr6,1.5429,True,2.35,1.9,0.82,5,6.0,1.5,37.0,0.8,0.45,0.733597813,0.770408163,0,1,0,0,0.02,0.765306122,2.14,1.34,44,1.38,6.94,0.397694524,3.34,3.48,0.328947368,3.36359,1.22
K2RbInBr6,2.5232,True,2.35,1.55,0.82,5,5.0,0.8,37.0,0.96,0.8,0.81589244,0.591836735,0,1,0,0,0.72,0.408163265,2.14,1.18,12,1.38,6.24,0.442307692,3.34,3.48,0.175438596,3.36359,1.3
K2RbGaBr6,2.3254,True,2.35,1.3,0.82,5,4.0,0.62,37.0,0.99,1.05,0.840126869,0.545918367,0,1,0,0,0.9,0.316326531,2.14,1.15,6,1.38,6.06,0.455445545,3.34,3.48,0.135964912,3.36359,1.315
K2NaAsBr6,2.5764,False,1.8,1.15,0.82,3,4.0,0.58,11.0,1.25,0.65,0.922313193,0.408163265,0,1,0,0,0.44,0.295918367,2.03,0.78,22,1.38,5.52,0.5,3.34,2.98,0.189542484,3.36359,1.555
K2NaAuBr6,0.0,False,1.8,1.35,0.82,3,6.0,0.85,11.0,1.61,0.45,0.879303769,0.477040816,0,1,0,0,0.17,0.433673469,2.03,0.42,68,1.38,5.79,0.476683938,3.34,2.98,0.277777778,3.36359,1.735
K2LiTlBr6,0.5593,True,1.45,1.9,0.82,2,6.0,1.5,3.0,0.64,0.45,0.823813726,0.576530612,0,1,0,0,0.74,0.765306122,1.98,1.34,78,1.38,6.18,0.446601942,3.34,2.72,0.657894737,3.36359,1.3
K2TlInBr6,2.1232,False,1.9,1.55,0.82,6,5.0,0.8,81.0,0.16,0.35,0.818515888,0.586734694,0,1,0,0,0.7,0.408163265,1.34,1.18,32,1.38,6.22,0.443729904,3.34,3.46,0.177777778,3.36359,1.7
K2TlAuBr6,0.0,False,1.9,1.35,0.82,6,6.0,0.85,81.0,0.92,0.55,0.811988648,0.599489796,0,1,0,0,0.65,0.433673469,1.34,0.42,2,1.38,6.27,0.440191388,3.34,3.46,0.188888889,3.36359,2.08
K2TlAsBr6,1.5711,True,1.9,1.15,0.82,6,4.0,0.58,81.0,0.56,0.75,0.848528137,0.530612245,0,1,0,0,0.92,0.295918367,1.34,0.78,48,1.38,6.0,0.46,3.34,3.46,0.128888889,3.36359,1.9
K2AlTlBr6,2.8488,False,1.9,1.25,0.82,6,3.0,0.535,81.0,0.01,0.65,0.854940189,0.519132653,0,1,0,0,0.965,0.272959184,1.34,1.35,68,1.38,5.955,0.463476071,3.34,3.46,0.118888889,3.36359,1.615
K2RbScBr6,3.2468,False,2.35,1.6,0.82,5,4.0,0.745,37.0,0.54,0.75,0.823147749,0.577806122,0,1,0,0,0.775,0.380102041,2.14,1.6,16,1.38,6.185,0.446240905,3.34,3.48,0.163377193,3.36359,1.09
