Formula,Band Gap,Is Gap Direct,B1_radius,B2_radius,A_electroneg,B1_row,B2_row,B2_ionic_radius,B1_electrons,B_electroneg_diff,B_radius_diff,tolerance_factor,octahedral_factor,X_is_Cl,X_is_Br,X_is_I,X_is_F,B1_B2_ionic_radius_diff,B2_X_ionic_radius_ratio,B1_X_electroneg_diff,B2_X_electroneg_diff,B1_B2_valence_electrons_diff,A_ionic_radius,lattice_constant,A_radius_ratio_in_cell,A_X_bond_length,B1_X_bond_length,B1_B2_charge_density_ratio,X_electron_affinity,B_electroneg_avg
Cs2LiInCl6,2.7765,True,1.45,1.55,0.79,2,5.0,0.8,3.0,0.8,0.1,1.007422403,0.430939227,1,0,0,0,0.04,0.44198895,2.18,1.38,46,1.67,5.18,0.644787645,3.48,2.57,0.350877193,3.61272,1.38
Cs2LiDyCl6,5.0917,True,1.45,1.75,0.79,2,6.0,0.912,3.0,0.24,0.3,0.986101293,0.461878453,1,0,0,0,0.152,0.503867403,2.18,1.94,63,1.67,5.292,0.631141345,3.48,2.57,0.4,3.61272,1.1
Cs2LiAuCl6,0.0,False,1.45,1.35,0.79,2,6.0,0.85,3.0,1.56,0.1,0.997791213,0.444751381,1,0,0,0,0.09,0.46961326,2.18,0.62,76,1.67,5.23,0.638623327,3.48,2.57,0.372807018,3.61272,1.76
Cs2KTlCl6,2.3439,True,2.2,1.9,0.79,4,6.0,1.5,19.0,0.8,0.3,0.802838161,0.79558011,1,0,0,0,0.12,0.828729282,2.34,1.54,62,1.67,6.5,0.513846154,3.48,3.19,0.362318841,3.61272,1.22
Cs2KLaCl6,4.842,True,2.2,1.95,0.79,4,6.0,1.032,19.0,0.28,0.25,0.865127328,0.666298343,1,0,0,0,0.348,0.570165746,2.34,2.06,38,1.67,6.032,0.553713528,3.48,3.19,0.249275362,3.61272,0.96
Cs2KGaCl6,3.3316,True,2.2,1.3,0.79,4,4.0,0.62,19.0,0.99,0.9,0.928549474,0.552486188,1,0,0,0,0.76,0.342541436,2.34,1.35,12,1.67,5.62,0.59430605,3.48,3.19,0.149758454,3.61272,1.315
Cs2KAlCl6,4.6198,True,2.2,1.25,0.79,4,3.0,0.535,19.0,0.79,0.95,0.942809042,0.529005525,1,0,0,0,0.845,0.29558011,2.34,1.55,6,1.67,5.535,0.603432701,3.48,3.19,0.129227053,3.61272,1.215
Cs2ScInCl6,2.8043,True,1.55,1.6,0.79,5,4.0,0.745,49.0,0.42,0.05,1.010348121,0.42679558,1,0,0,0,0.055,0.41160221,1.38,1.8,28,1.67,5.165,0.646660213,3.48,2.61,0.310416667,3.61272,1.57
Cs2ScCuCl6,1.9388,False,1.35,1.6,0.79,4,4.0,0.745,29.0,0.54,0.25,1.016250836,0.418508287,1,0,0,0,0.025,0.41160221,1.26,1.8,8,1.67,5.135,0.650438169,3.48,2.58,0.322510823,3.61272,1.63
Cs2CuMoCl6,0.8536,True,1.35,1.45,0.79,4,5.0,0.69,29.0,0.26,0.1,1.027253552,0.403314917,1,0,0,0,0.08,0.38121547,1.26,1.0,13,1.67,5.08,0.657480315,3.48,2.58,0.298701299,3.61272,2.03
Cs2GaCuCl6,0.0,False,1.35,1.3,0.79,4,4.0,0.62,29.0,0.09,0.05,1.041606396,0.383977901,1,0,0,0,0.15,0.342541436,1.26,1.35,2,1.67,5.01,0.666666667,3.48,2.58,0.268398268,3.61272,1.855
Cs2AlCuCl6,0.8612,True,1.35,1.25,0.79,4,3.0,0.535,29.0,0.29,0.1,1.059583359,0.360497238,1,0,0,0,0.235,0.29558011,1.26,1.55,16,1.67,4.925,0.678172589,3.48,2.58,0.231601732,3.61272,1.755
Cs2LiEuCl6,0.0,False,1.45,1.85,0.79,2,6.0,0.947,3.0,0.22,0.4,0.97962231,0.471546961,1,0,0,0,0.187,0.52320442,2.18,1.96,60,1.67,5.327,0.626994556,3.48,2.57,0.415350877,3.61272,1.09
Cs2InGaCl6,1.9897,False,1.3,1.55,0.79,4,5.0,0.8,31.0,0.03,0.25,1.035406358,0.392265193,1,0,0,0,0.18,0.44198895,1.35,1.38,18,1.67,5.04,0.662698413,3.48,2.43,0.430107527,3.61272,1.795
Cs2GaHgCl6,0.0,False,1.5,1.3,0.79,6,4.0,0.62,80.0,0.19,0.2,0.977237462,0.475138122,1,0,0,0,0.48,0.342541436,1.16,1.35,49,1.67,5.34,0.625468165,3.48,2.91,0.187878788,3.61272,1.905
Cs2TlCuCl6,0.0,False,1.35,1.9,0.79,6,1.5,81.0,0.77,0.28,0.55,0.885984388,0.627071823,1,0,0,0,0.73,1.54,0.425414365,3.31,52,1.67,5.89,0.567062818,3.48,1.26,0.171111111,3.61272,1.76
Cs2TbCuCl6,2.5342,False,1.35,1.75,0.79,4,6.0,0.923,29.0,0.8,0.4,0.98220366,0.467679558,1,0,0,0,0.153,0.509944751,1.26,2.06,36,1.67,5.313,0.628646716,3.48,2.58,0.3995671,3.61272,1.5
Cs2ScAuCl6,2.0233,False,1.35,1.6,0.79,6,4.0,0.745,79.0,1.18,0.25,1.000661178,0.440607735,1,0,0,0,0.105,0.41160221,0.62,1.8,58,1.67,5.215,0.640460211,3.48,2.66,0.292156863,3.61272,1.95
Cs2GaAuCl6,0.0,False,1.35,1.3,0.79,6,4.0,0.62,79.0,0.73,0.05,1.025235372,0.406077348,1,0,0,0,0.23,0.342541436,0.62,1.35,48,1.67,5.09,0.656188605,3.48,2.66,0.243137255,3.61272,2.175
Cs2AlAuCl6,0.8686,False,1.35,1.25,0.79,6,3.0,0.535,79.0,0.93,0.1,1.042646962,0.382596685,1,0,0,0,0.315,0.29558011,0.62,1.55,66,1.67,5.005,0.667332667,3.48,2.66,0.209803922,3.61272,2.075
Cs2AgMoCl6,0.9531,True,1.6,1.45,0.79,5,5.0,0.69,47.0,0.23,0.15,0.955759715,0.508287293,1,0,0,0,0.46,0.38121547,1.23,1.0,5,1.67,5.46,0.611721612,3.48,2.96,0.2,3.61272,2.045
Cs2PrAgCl6,3.826,False,1.6,1.85,0.79,5,6.0,0.99,47.0,0.8,0.25,0.905980563,0.591160221,1,0,0,0,0.16,0.546961326,1.23,2.03,12,1.67,5.76,0.579861111,3.48,2.96,0.286956522,3.61272,1.53
Cs2AlInCl6,3.1183,False,1.55,1.25,0.79,5,3.0,0.535,49.0,0.17,0.3,1.053168122,0.36878453,1,0,0,0,0.265,0.29558011,1.38,1.55,36,1.67,4.955,0.674066599,3.48,2.61,0.222916667,3.61272,1.695
Cs2TlHgCl6,0.0,False,1.5,1.9,0.79,6,1.5,81.0,1.1,0.38,0.4,0.838978785,0.718232044,1,0,0,0,0.4,1.54,0.607734807,3.31,1,1.67,6.22,0.536977492,3.48,1.16,0.244444444,3.61272,1.81
Cs2ScHgCl6,0.0,False,1.5,1.6,0.79,6,4.0,0.745,80.0,0.64,0.1,0.954885278,0.509668508,1,0,0,0,0.355,0.41160221,1.16,1.8,59,1.67,5.465,0.61116194,3.48,2.91,0.225757576,3.61272,1.68
Cs2CeCuCl6,1.6741,False,1.35,1.85,0.79,4,6.0,1.01,29.0,0.78,0.5,0.966379268,0.491712707,1,0,0,0,0.24,0.55801105,1.26,2.04,29,1.67,5.4,0.618518519,3.48,2.58,0.437229437,3.61272,1.51
Cs2PrAuCl6,1.8745,False,1.35,1.85,0.79,6,6.0,0.99,79.0,1.41,0.5,0.955759715,0.508287293,1,0,0,0,0.14,0.546961326,0.62,2.03,20,1.67,5.46,0.611721612,3.48,2.66,0.388235294,3.61272,1.835
Cs2NdAuCl6,2.2148,False,1.35,1.85,0.79,6,6.0,0.983,79.0,1.4,0.5,0.956986621,0.506353591,1,0,0,0,0.133,0.543093923,0.62,2.02,19,1.67,5.453,0.612506877,3.48,2.66,0.385490196,3.61272,1.84
Cs2LaAuCl6,2.275,False,1.35,1.95,0.79,6,6.0,1.032,79.0,1.44,0.6,0.94846384,0.519889503,1,0,0,0,0.182,0.570165746,0.62,2.06,22,1.67,5.502,0.607051981,3.48,2.66,0.404705882,3.61272,1.82
Cs2EuAuCl6,0.0,False,1.35,1.85,0.79,6,6.0,0.947,79.0,1.34,0.5,0.96334651,0.49640884,1,0,0,0,0.097,0.52320442,0.62,1.96,16,1.67,5.417,0.616577441,3.48,2.66,0.371372549,3.61272,1.87
Cs2TlAgCl6,0.0,False,1.6,1.9,0.79,6,1.5,81.0,1.15,0.31,0.3,0.832288364,0.732044199,1,0,0,0,0.35,1.54,0.635359116,3.31,34,1.67,6.27,0.532695375,3.48,1.23,0.255555556,3.61272,1.775
Cs2BiAuCl6,0.9914,False,1.6,1.35,0.79,6,0.85,79.0,1.03,0.52,0.25,0.948808735,0.519337017,1,0,0,0,0.18,0.62,0.569060773,2.66,4,1.67,5.5,0.607272727,3.48,1.14,0.403921569,3.61272,2.28
Cs2CuAuCl6,0.0,False,1.35,1.35,0.79,4,6.0,0.85,29.0,0.64,0.0,0.995887032,0.447513812,1,0,0,0,0.08,0.46961326,1.26,0.62,50,1.67,5.24,0.63740458,3.48,2.58,0.367965368,3.61272,2.22
Cs2LaCuCl6,2.1808,False,1.35,1.95,0.79,4,6.0,1.032,29.0,0.8,0.6,0.962458142,0.497790055,1,0,0,0,0.262,0.570165746,1.26,2.06,28,1.67,5.422,0.616008853,3.48,2.58,0.446753247,3.61272,1.5
Cs2TlAuCl6,0.0,False,1.9,1.35,0.79,6,6.0,0.85,81.0,0.92,0.55,0.8741119,0.649171271,1,0,0,0,0.65,0.46961326,1.54,0.62,2,1.67,5.97,0.559463987,3.48,3.31,0.188888889,3.61272,2.08
Cs2LuAgCl6,3.7052,False,1.6,1.75,0.79,5,6.0,0.861,47.0,0.66,0.15,0.926735579,0.555524862,1,0,0,0,0.289,0.475690608,1.23,1.89,24,1.67,5.631,0.59314509,3.48,2.96,0.249565217,3.61272,1.6
Cs2AgAsCl6,1.5886,False,1.6,1.15,0.79,5,4.0,0.58,47.0,0.25,0.45,0.97541085,0.477900552,1,0,0,0,0.57,0.320441989,1.23,0.98,14,1.67,5.35,0.624299065,3.48,2.96,0.168115942,3.61272,2.055
Cs2CeAgCl6,2.9041,False,1.6,1.85,0.79,5,6.0,1.01,47.0,0.81,0.25,0.902845683,0.596685083,1,0,0,0,0.14,0.55801105,1.23,2.04,11,1.67,5.78,0.577854671,3.48,2.96,0.292753623,3.61272,1.525
Cs2LaAgCl6,3.6099,False,1.6,1.95,0.79,5,6.0,1.032,47.0,0.83,0.35,0.899422276,0.602762431,1,0,0,0,0.118,0.570165746,1.23,2.06,10,1.67,5.802,0.575663564,3.48,2.96,0.299130435,3.61272,1.515
Cs2GdAgCl6,0.0,False,1.6,1.8,0.79,5,6.0,0.938,47.0,0.73,0.2,0.914234065,0.57679558,1,0,0,0,0.212,0.518232044,1.23,1.96,17,1.67,5.708,0.585143658,3.48,2.96,0.271884058,3.61272,1.565
Cs2AlAgCl6,2.4585,True,1.6,1.25,0.79,5,3.0,0.535,47.0,0.32,0.35,0.983684834,0.465469613,1,0,0,0,0.615,0.29558011,1.23,1.55,34,1.67,5.305,0.629594722,3.48,2.96,0.155072464,3.61272,1.77
Cs2GaAgCl6,1.2972,True,1.6,1.3,0.79,5,4.0,0.62,47.0,0.12,0.3,0.968172179,0.488950276,1,0,0,0,0.53,0.342541436,1.23,1.35,16,1.67,5.39,0.619666048,3.48,2.96,0.179710145,3.61272,1.87
Cs2KCrCl6,1.5535,True,2.2,1.4,0.79,4,4.0,0.615,19.0,0.84,0.8,0.929376321,0.551104972,1,0,0,0,0.765,0.339779006,2.34,1.5,5,1.67,5.615,0.594835263,3.48,3.19,0.148550725,3.61272,1.24
Cs2NaCrCl6,1.3532,True,1.8,1.4,0.79,3,4.0,0.615,11.0,0.73,0.4,0.993044347,0.451657459,1,0,0,0,0.405,0.339779006,2.23,1.5,13,1.67,5.255,0.635585157,3.48,2.83,0.200980392,3.61272,1.295
Cs2KYbCl6,0.0,False,2.2,1.75,0.79,4,6.0,0.868,19.0,0.28,0.45,0.889306074,0.620994475,1,0,0,0,0.512,0.479558011,2.34,2.06,51,1.67,5.868,0.569188821,3.48,3.19,0.209661836,3.61272,0.96
Cs2KHoCl6,5.2294,True,2.2,1.75,0.79,4,6.0,0.901,19.0,0.41,0.45,0.884332833,0.630110497,1,0,0,0,0.479,0.497790055,2.34,1.93,48,1.67,5.901,0.566005762,3.48,3.19,0.21763285,3.61272,1.025
Cs2NaUCl6,0.5004,False,1.8,1.75,0.79,3,7.0,1.025,11.0,0.45,0.05,0.92117353,0.564917127,1,0,0,0,0.005,0.566298343,2.23,1.78,81,1.67,5.665,0.589585172,3.48,2.83,0.33496732,3.61272,1.155
Cs2NaYCl6,5.0774,True,1.8,1.8,0.79,3,5.0,0.9,11.0,0.29,0.0,0.941958131,0.53038674,1,0,0,0,0.12,0.497237569,2.23,1.94,28,1.67,5.54,0.602888087,3.48,2.83,0.294117647,3.61272,1.075
Cs2NaHoCl6,5.2906,True,1.8,1.75,0.79,3,6.0,0.901,11.0,0.3,0.05,0.941788133,0.530662983,1,0,0,0,0.119,0.497790055,2.23,1.93,56,1.67,5.541,0.602779282,3.48,2.83,0.294444444,3.61272,1.08
Cs2NaYbCl6,0.0,False,1.8,1.75,0.79,3,6.0,0.868,11.0,0.17,0.05,0.947430655,0.521546961,1,0,0,0,0.152,0.479558011,2.23,2.06,59,1.67,5.508,0.606390704,3.48,2.83,0.283660131,3.61272,1.015
Cs2LiYCl6,4.8986,True,1.45,1.8,0.79,2,5.0,0.9,3.0,0.24,0.35,0.988342433,0.458563536,1,0,0,0,0.14,0.497237569,2.18,1.94,36,1.67,5.28,0.632575758,3.48,2.57,0.394736842,3.61272,1.1
Cs2AgAuCl6,0.0,False,1.6,1.35,0.79,5,6.0,0.85,47.0,0.61,0.25,0.928549474,0.552486188,1,0,0,0,0.3,0.46961326,1.23,0.62,32,1.67,5.62,0.59430605,3.48,2.96,0.246376812,3.61272,2.235
Cs2NaTbCl6,5.2046,True,1.8,1.75,0.79,3,6.0,0.923,11.0,0.17,0.05,0.938063643,0.536740331,1,0,0,0,0.097,0.509944751,2.23,2.06,54,1.67,5.563,0.60039547,3.48,2.83,0.301633987,3.61272,1.015
Cs2LiLuCl6,5.3389,True,1.45,1.75,0.79,2,6.0,0.861,3.0,0.29,0.3,0.995697013,0.447790055,1,0,0,0,0.101,0.475690608,2.18,1.89,68,1.67,5.241,0.637282961,3.48,2.57,0.377631579,3.61272,1.125
Cs2KScCl6,3.7113,False,2.2,1.6,0.79,4,4.0,0.745,19.0,0.54,0.6,0.908346048,0.587016575,1,0,0,0,0.635,0.41160221,2.34,1.8,2,1.67,5.745,0.581375109,3.48,3.19,0.179951691,3.61272,1.09
Cs2KEuCl6,0.0,False,2.2,1.85,0.79,4,6.0,0.947,19.0,0.38,0.35,0.877492525,0.64281768,1,0,0,0,0.433,0.52320442,2.34,1.96,44,1.67,5.947,0.561627711,3.48,3.19,0.228743961,3.61272,1.01
Cs2NaSmCl6,5.1745,True,1.8,1.85,0.79,3,6.0,0.958,11.0,0.24,0.05,0.93219865,0.54640884,1,0,0,0,0.062,0.529281768,2.23,1.99,51,1.67,5.598,0.596641658,3.48,2.83,0.313071895,3.61272,1.05
Cs2NaErCl6,5.3424,True,1.8,1.75,0.79,3,6.0,0.89,11.0,0.31,0.05,0.943661491,0.527624309,1,0,0,0,0.13,0.491712707,2.23,1.92,57,1.67,5.53,0.6039783,3.48,2.83,0.290849673,3.61272,1.085
Cs2KTbCl6,5.0878,True,2.2,1.75,0.79,4,6.0,0.923,19.0,0.28,0.45,0.881048125,0.636187845,1,0,0,0,0.457,0.509944751,2.34,2.06,46,1.67,5.923,0.563903427,3.48,3.19,0.22294686,3.61272,0.96
Cs2NaSbCl6,2.8096,False,1.8,1.45,0.79,3,5.0,0.76,11.0,1.12,0.35,0.966379268,0.491712707,1,0,0,0,0.26,0.419889503,2.23,1.11,40,1.67,5.4,0.618518519,3.48,2.83,0.248366013,3.61272,1.49
Cs2NaInCl6,2.9904,True,1.8,1.55,0.79,3,5.0,0.8,11.0,0.85,0.25,0.959273538,0.502762431,1,0,0,0,0.22,0.44198895,2.23,1.38,38,1.67,5.44,0.613970588,3.48,2.83,0.261437908,3.61272,1.355
Cs2NaAsCl6,2.8421,False,1.8,1.15,0.79,3,4.0,0.58,11.0,1.25,0.65,0.999702691,0.44198895,1,0,0,0,0.44,0.320441989,2.23,0.98,22,1.67,5.22,0.639846743,3.48,2.83,0.189542484,3.61272,1.555
Cs2LiCrF6,4.3359,False,1.45,1.4,0.79,2,4.0,0.615,3.0,0.68,0.05,1.134597193,0.535019455,0,0,0,1,0.145,0.478599222,3.0,2.32,21,1.67,3.945,0.846641318,2.955,2.045,0.269736842,3.40119,1.32
Cs2LiAlF6,6.8832,True,1.45,1.25,0.79,2,3.0,0.535,3.0,0.63,0.2,1.15808174,0.503891051,0,0,0,1,0.225,0.416342412,3.0,2.37,10,1.67,3.865,0.864165589,2.955,2.045,0.234649123,3.40119,1.295
Cs2LiGaF6,6.1115,True,1.45,1.3,0.79,2,4.0,0.62,3.0,0.83,0.15,1.133160994,0.536964981,0,0,0,1,0.14,0.482490272,3.0,2.17,28,1.67,3.95,0.84556962,2.955,2.045,0.271929825,3.40119,1.395
Cs2NaTiF6,0.0,False,1.8,1.4,0.79,3,4.0,0.67,11.0,0.61,0.4,1.050700921,0.657587549,0,0,0,1,0.35,0.521400778,3.05,2.44,11,1.67,4.26,0.784037559,2.955,2.305,0.218954248,3.40119,1.235
Cs2NaFeF6,3.841,True,1.8,1.4,0.79,3,4.0,0.645,11.0,0.9,0.4,1.056903406,0.647859922,0,0,0,1,0.375,0.501945525,3.05,2.15,15,1.67,4.235,0.78866588,2.955,2.305,0.210784314,3.40119,1.38
Cs2NaMnF6,0.0,False,1.8,1.4,0.79,3,4.0,0.645,11.0,0.62,0.4,1.056903406,0.647859922,0,0,0,1,0.375,0.501945525,3.05,2.43,14,1.67,4.235,0.78866588,2.955,2.305,0.210784314,3.40119,1.24
Cs2NaCrF6,4.2707,True,1.8,1.4,0.79,3,4.0,0.615,11.0,0.73,0.4,1.06444374,0.63618677,0,0,0,1,0.405,0.478599222,3.05,2.32,13,1.67,4.205,0.794292509,2.955,2.305,0.200980392,3.40119,1.295
Cs2NaCoF6,2.801,False,1.8,1.35,0.79,3,4.0,0.61,11.0,0.95,0.45,1.065710935,0.634241245,0,0,0,1,0.41,0.474708171,3.05,2.1,16,1.67,4.2,0.795238095,2.955,2.305,0.199346405,3.40119,1.405
Cs2NaVF6,0.0,False,1.8,1.35,0.79,3,4.0,0.64,11.0,0.7,0.45,1.058152701,0.645914397,0,0,0,1,0.38,0.498054475,3.05,2.35,12,1.67,4.23,0.789598109,2.955,2.305,0.209150327,3.40119,1.28
Cs2NaAlF6,6.697,True,1.8,1.25,0.79,3,3.0,0.535,11.0,0.68,0.55,1.085087497,0.605058366,0,0,0,1,0.485,0.416342412,3.05,2.37,2,1.67,4.125,0.80969697,2.955,2.305,0.174836601,3.40119,1.27
Cs2NaMoF6,4.3824,False,1.8,1.45,0.79,3,5.0,0.69,11.0,1.23,0.35,1.045791104,0.66536965,0,0,0,1,0.33,0.536964981,3.05,1.82,31,1.67,4.28,0.780373832,2.955,2.305,0.225490196,3.40119,1.545
Cs2LiYF6,7.2663,True,1.45,1.8,0.79,2,5.0,0.9,3.0,0.24,0.35,1.058152701,0.645914397,0,0,0,1,0.14,0.700389105,3.0,2.76,36,1.67,4.23,0.789598109,2.955,2.045,0.394736842,3.40119,1.1
Cs2LiSbF6,4.1258,False,1.45,1.45,0.79,2,5.0,0.76,3.0,1.07,0.0,1.094373087,0.591439689,0,0,0,1,0.0,0.591439689,3.0,1.93,48,1.67,4.09,0.816625917,2.955,2.045,0.333333333,3.40119,1.515
Cs2LiPrF6,6.9993,False,1.45,1.85,0.79,2,6.0,0.99,3.0,0.15,0.4,1.036107853,0.680933852,0,0,0,1,0.23,0.770428016,3.0,2.85,56,1.67,4.32,0.773148148,2.955,2.045,0.434210526,3.40119,1.055
Cs2LiNdF6,7.055,False,1.45,1.85,0.79,2,6.0,0.983,3.0,0.16,0.4,1.037789456,0.678210117,0,0,0,1,0.223,0.764980545,3.0,2.84,57,1.67,4.313,0.774402968,2.955,2.045,0.431140351,3.40119,1.06
Cs2LiMoF6,4.8178,True,1.45,1.45,0.79,2,5.0,0.69,3.0,1.18,0.0,1.113429335,0.564202335,0,0,0,1,0.07,0.536964981,3.0,1.82,39,1.67,4.02,0.830845771,2.955,2.045,0.302631579,3.40119,1.57
Cs2LiCeF6,0.5299,False,1.45,1.85,0.79,2,6.0,1.01,3.0,0.14,0.4,1.031333162,0.688715953,0,0,0,1,0.25,0.785992218,3.0,2.86,55,1.67,4.34,0.769585253,2.955,2.045,0.442982456,3.40119,1.05
Cs2LiBiF6,4.8946,False,1.45,1.6,0.79,2,6.0,1.03,3.0,1.04,0.15,1.026602276,0.696498054,0,0,0,1,0.27,0.80155642,3.0,1.96,80,1.67,4.36,0.766055046,2.955,2.045,0.451754386,3.40119,1.5
Cs2CuBiF6,1.1623,False,1.35,1.6,0.79,4,6.0,1.03,29.0,0.12,0.25,1.024253072,0.700389105,0,0,0,1,0.26,0.80155642,2.08,1.96,54,1.67,4.37,0.764302059,2.955,2.055,0.445887446,3.40119,1.96
Cs2NaSbF6,4.2317,False,1.8,1.45,0.79,3,5.0,0.76,11.0,1.12,0.35,1.028962282,0.692607004,0,0,0,1,0.26,0.591439689,3.05,1.93,40,1.67,4.35,0.767816092,2.955,2.305,0.248366013,3.40119,1.49
Cs2NaPrF6,6.6211,False,1.8,1.85,0.79,3,6.0,0.99,11.0,0.2,0.05,0.977289503,0.782101167,0,0,0,1,0.03,0.770428016,3.05,2.85,48,1.67,4.58,0.729257642,2.955,2.305,0.323529412,3.40119,1.03
Cs2NaNdF6,6.7399,True,1.8,1.85,0.79,3,6.0,0.983,11.0,0.21,0.05,0.978785464,0.779377432,0,0,0,1,0.037,0.764980545,3.05,2.84,49,1.67,4.573,0.730373934,2.955,2.305,0.32124183,3.40119,1.035
Cs2NaCeF6,6.3611,False,1.8,1.85,0.79,3,6.0,1.01,11.0,0.19,0.05,0.973040418,0.789883268,0,0,0,1,0.01,0.785992218,3.05,2.86,47,1.67,4.6,0.726086957,2.955,2.305,0.330065359,3.40119,1.025
Cs2KCeF6,0.4187,False,2.2,1.85,0.79,4,6.0,1.01,19.0,0.3,0.35,0.902416517,0.929961089,0,0,0,1,0.37,0.785992218,3.16,2.86,39,1.67,4.96,0.673387097,2.955,2.665,0.243961353,3.40119,0.97
Cs2YAgF6,3.3465,False,1.6,1.8,0.79,5,5.0,0.9,47.0,0.71,0.2,0.968828122,0.79766537,0,0,0,1,0.25,0.700389105,2.05,2.76,8,1.67,4.62,0.722943723,2.955,2.435,0.260869565,3.40119,1.575
Cs2KSbF6,4.1778,False,2.2,1.45,0.79,4,5.0,0.76,19.0,1.23,0.75,0.950315483,0.832684825,0,0,0,1,0.62,0.591439689,3.16,1.93,32,1.67,4.71,0.709129512,2.955,2.665,0.183574879,3.40119,1.435
Cs2KPrF6,6.2956,False,2.2,1.85,0.79,4,6.0,0.99,19.0,0.31,0.35,0.906070025,0.922178988,0,0,0,1,0.39,0.770428016,3.16,2.85,40,1.67,4.94,0.67611336,2.955,2.665,0.239130435,3.40119,0.975
Cs2NaNiF6,0.0,False,1.8,1.35,0.79,3,4.0,0.6,11.0,0.98,0.45,1.068254397,0.630350195,0,0,0,1,0.42,0.46692607,3.05,2.07,17,1.67,4.19,0.797136038,2.955,2.305,0.196078431,3.40119,1.42
Cs2AlTlF6,5.6085,False,1.9,1.25,0.79,6,3.0,0.535,81.0,0.01,0.65,0.971983914,0.791828794,0,0,0,1,0.965,0.416342412,2.36,2.37,68,1.67,4.605,0.725298588,2.955,2.785,0.118888889,3.40119,1.615
Cs2RbScF6,6.6555,True,2.35,1.6,0.79,5,4.0,0.745,37.0,0.54,0.75,0.92574683,0.881322957,0,0,0,1,0.775,0.579766537,3.16,2.62,16,1.67,4.835,0.690796277,2.955,2.805,0.163377193,3.40119,1.09
Cs2RbIrF6,2.5113,True,2.35,1.35,0.79,5,6.0,0.68,37.0,1.38,1.0,0.938361829,0.856031128,0,0,0,1,0.84,0.529182879,3.16,1.78,40,1.67,4.77,0.700209644,2.955,2.805,0.149122807,3.40119,1.51
Cs2RbAsF6,4.5627,False,2.35,1.15,0.79,5,4.0,0.58,37.0,1.36,1.2,0.95845523,0.817120623,0,0,0,1,0.94,0.451361868,3.16,1.8,4,1.67,4.67,0.715203426,2.955,2.805,0.127192982,3.40119,1.5
Cs2RbAuF6,0.7939,False,2.35,1.35,0.79,5,6.0,0.85,37.0,1.72,1.0,0.906070025,0.922178988,0,0,0,1,0.67,0.661478599,3.16,1.44,42,1.67,4.94,0.67611336,2.955,2.805,0.186403509,3.40119,1.68
Cs2NaRhF6,1.9082,True,1.8,1.35,0.79,3,5.0,0.665,11.0,1.35,0.45,1.051935588,0.655642023,0,0,0,1,0.355,0.517509728,3.05,1.7,34,1.67,4.255,0.784958872,2.955,2.305,0.217320261,3.40119,1.605
Cs2NaRuF6,0.0,False,1.8,1.3,0.79,3,5.0,0.68,11.0,1.27,0.5,1.048240263,0.661478599,0,0,0,1,0.34,0.529182879,3.05,1.78,33,1.67,4.27,0.782201405,2.955,2.305,0.222222222,3.40119,1.565
Cs2NaIrF6,2.2607,True,1.8,1.35,0.79,3,6.0,0.68,11.0,1.27,0.45,1.048240263,0.661478599,0,0,0,1,0.34,0.529182879,3.05,1.78,66,1.67,4.27,0.782201405,2.955,2.305,0.222222222,3.40119,1.565
Cs2RbRuF6,0.0,False,2.35,1.3,0.79,5,5.0,0.68,37.0,1.38,1.05,0.938361829,0.856031128,0,0,0,1,0.84,0.529182879,3.16,1.78,7,1.67,4.77,0.700209644,2.955,2.805,0.149122807,3.40119,1.51
Cs2RbFeF6,4.1178,False,2.35,1.4,0.79,5,4.0,0.645,37.0,1.01,0.95,0.945297978,0.842412451,0,0,0,1,0.875,0.501945525,3.16,2.15,11,1.67,4.735,0.705385428,2.955,2.805,0.141447368,3.40119,1.325
Cs2ScTlF6,5.2805,False,1.9,1.6,0.79,6,4.0,0.745,81.0,0.26,0.3,0.929592092,0.873540856,0,0,0,1,0.755,0.579766537,2.36,2.62,60,1.67,4.815,0.693665628,2.955,2.785,0.165555556,3.40119,1.49
Cs2TlRuF6,0.5579,False,1.9,1.3,0.79,6,5.0,0.68,81.0,0.58,0.6,0.942312826,0.848249027,0,0,0,1,0.82,0.529182879,2.36,1.78,37,1.67,4.75,0.703157895,2.955,2.785,0.151111111,3.40119,1.91
Cs2TlRhF6,1.9056,False,1.9,1.35,0.79,6,5.0,0.665,81.0,0.66,0.55,0.945297978,0.842412451,0,0,0,1,0.835,0.517509728,2.36,1.7,36,1.67,4.735,0.705385428,2.955,2.785,0.147777778,3.40119,1.95
Cs2YTlF6,4.7054,False,1.9,1.8,0.79,6,5.0,0.9,81.0,0.4,0.1,0.90060079,0.93385214,0,0,0,1,0.6,0.700389105,2.36,2.76,42,1.67,4.97,0.672032193,2.955,2.785,0.2,3.40119,1.42
Cs2TlCrF6,4.1533,False,1.9,1.4,0.79,6,4.0,0.615,81.0,0.04,0.5,0.955386537,0.822957198,0,0,0,1,0.885,0.478599222,2.36,2.32,57,1.67,4.685,0.712913554,2.955,2.785,0.136666667,3.40119,1.64
Cs2TlAuF6,0.0,False,1.9,1.35,0.79,6,6.0,0.85,81.0,0.92,0.55,0.909753237,0.914396887,0,0,0,1,0.65,0.661478599,2.36,1.44,2,1.67,4.92,0.678861789,2.955,2.785,0.188888889,3.40119,2.08
